State,County,Month,Avg Daily Max Air Temperature (F),Avg Daily Min Air Temperature (F)
Idaho,"Camas County, ID",7,75.58,55.15
Idaho,"Camas County, ID",8,75.49,55.33
Idaho,"Camas County, ID",9,65.82,46.73
Idaho,"Camas County, ID",10,52.19,36.8
Idaho,"Camas County, ID",11,37.06,25.28
Idaho,"Camas County, ID",12,29.4,18.7
Idaho,"Camas County, ID",,50.11,35.13
Idaho,"Canyon County, ID",1,37.83,28.89
Idaho,"Canyon County, ID",2,45.1,33.51
Idaho,"Canyon County, ID",3,55.52,40.83
Idaho,"Canyon County, ID",4,63.44,46.44
Idaho,"Canyon County, ID",5,72.62,53.14
Idaho,"Canyon County, ID",6,82.01,60.57
Idaho,"Canyon County, ID",7,92.9,69.04
Idaho,"Canyon County, ID",8,92.15,68.88
Idaho,"Canyon County, ID",9,81.94,60.31
Idaho,"Canyon County, ID",10,67.06,49.3
Idaho,"Canyon County, ID",11,50.14,37.28
Idaho,"Canyon County, ID",12,38.89,29.35
Idaho,"Canyon County, ID",,65.07,48.2
Idaho,"Caribou County, ID",1,27.49,15.44
Idaho,"Caribou County, ID",2,30.36,18.38
Idaho,"Caribou County, ID",3,38.04,25.97
Idaho,"Caribou County, ID",4,48.03,32.84
Idaho,"Caribou County, ID",5,58.22,39.96
Idaho,"Caribou County, ID",6,67.92,47.07
Idaho,"Caribou County, ID",7,77.78,56
Idaho,"Caribou County, ID",8,77.35,55.75
Idaho,"Caribou County, ID",9,67.55,47.07
Idaho,"Caribou County, ID",10,53.29,36.71
Idaho,"Caribou County, ID",11,37.04,24.76
Idaho,"Caribou County, ID",12,28.02,16.74
Idaho,"Caribou County, ID",,51.03,34.81
Idaho,"Cassia County, ID",1,30.48,19.8
Idaho,"Cassia County, ID",2,34.83,23.24
Idaho,"Cassia County, ID",3,44.85,31.05
Idaho,"Cassia County, ID",4,54.36,37.43
Idaho,"Cassia County, ID",5,64.16,44.82
Idaho,"Cassia County, ID",6,74.29,52.42
Idaho,"Cassia County, ID",7,84.84,61.76
Idaho,"Cassia County, ID",8,83.62,61.64
Idaho,"Cassia County, ID",9,73.35,52.47
Idaho,"Cassia County, ID",10,58.84,41.31
Idaho,"Cassia County, ID",11,42.37,29
Idaho,"Cassia County, ID",12,31.69,20.83
Idaho,"Cassia County, ID",,56.59,39.74
Idaho,"Clark County, ID",1,24.9,13.53
Idaho,"Clark County, ID",2,28.25,16.72
Idaho,"Clark County, ID",3,36.66,24.84
Idaho,"Clark County, ID",4,47.4,32.76
Idaho,"Clark County, ID",5,58.21,40.78
Idaho,"Clark County, ID",6,67.34,47.64
Idaho,"Clark County, ID",7,77.42,55.78
Idaho,"Clark County, ID",8,77.01,55.53
Idaho,"Clark County, ID",9,66.98,46.9
Idaho,"Clark County, ID",10,52.33,36.44
Idaho,"Clark County, ID",11,34.95,23.58
Idaho,"Clark County, ID",12,25.26,14.57
Idaho,"Clark County, ID",,49.84,34.18
Idaho,"Clearwater County, ID",1,34.13,23.83
Idaho,"Clearwater County, ID",2,37.13,25.96
Idaho,"Clearwater County, ID",3,44.01,31.68
Idaho,"Clearwater County, ID",4,51.35,36.48
Idaho,"Clearwater County, ID",5,59.35,42.23
Idaho,"Clearwater County, ID",6,66.25,47.85
Idaho,"Clearwater County, ID",7,75.23,54.78
Idaho,"Clearwater County, ID",8,76.51,55
Idaho,"Clearwater County, ID",9,68.22,47.92
Idaho,"Clearwater County, ID",10,55.38,39.13
Idaho,"Clearwater County, ID",11,41.52,29.74
Idaho,"Clearwater County, ID",12,34.04,23.87
Idaho,"Clearwater County, ID",,53.68,38.27
Idaho,"Custer County, ID",1,26.55,13.08
Idaho,"Custer County, ID",2,27.96,14.29
Idaho,"Custer County, ID",3,32.96,20.27
Idaho,"Custer County, ID",4,40.82,26.27
Idaho,"Custer County, ID",5,50.5,33.44
Idaho,"Custer County, ID",6,59.35,39.79
Idaho,"Custer County, ID",7,69.07,47.44
Idaho,"Custer County, ID",8,68.47,47.26
Idaho,"Custer County, ID",9,59.56,39.4
Idaho,"Custer County, ID",10,46.52,30.38
Idaho,"Custer County, ID",11,32.41,19.67
Idaho,"Custer County, ID",12,26.49,13.46
Idaho,"Custer County, ID",,45.15,28.81
Idaho,"Elmore County, ID",1,32.96,23
Idaho,"Elmore County, ID",2,37.43,26.34
Idaho,"Elmore County, ID",3,46.19,33.16
Idaho,"Elmore County, ID",4,54.48,38.88
Idaho,"Elmore County, ID",5,63.95,46
Idaho,"Elmore County, ID",6,73.25,53.44
Idaho,"Elmore County, ID",7,83.89,62.34
Idaho,"Elmore County, ID",8,83.25,62.29
Idaho,"Elmore County, ID",9,73.28,53.47
Idaho,"Elmore County, ID",10,59.22,42.9
Idaho,"Elmore County, ID",11,43.28,31.04
Idaho,"Elmore County, ID",12,33.86,23.71
Idaho,"Elmore County, ID",,57.19,41.46
Idaho,"Franklin County, ID",1,28.45,17.5
Idaho,"Franklin County, ID",2,32.41,21.2
Idaho,"Franklin County, ID",3,42.21,29.43
Idaho,"Franklin County, ID",4,52.44,36.25
Idaho,"Franklin County, ID",5,62.25,43.32
Idaho,"Franklin County, ID",6,72.33,50.68
Idaho,"Franklin County, ID",7,82.68,60.09
Idaho,"Franklin County, ID",8,82.21,60.13
Idaho,"Franklin County, ID",9,72.07,50.82
Idaho,"Franklin County, ID",10,57.29,40.05
Idaho,"Franklin County, ID",11,40.28,27.84
Idaho,"Franklin County, ID",12,29.56,18.85
Idaho,"Franklin County, ID",,54.63,38.1
Idaho,"Fremont County, ID",1,26.04,14.03
Idaho,"Fremont County, ID",2,28.94,16.85
Idaho,"Fremont County, ID",3,36.41,24.37
Idaho,"Fremont County, ID",4,46.96,32.51
Idaho,"Fremont County, ID",5,58.25,40.92
Idaho,"Fremont County, ID",6,67.2,47.66
Idaho,"Fremont County, ID",7,76.29,55.78
Idaho,"Fremont County, ID",8,76.05,55.66
Idaho,"Fremont County, ID",9,66.5,47.24
Idaho,"Fremont County, ID",10,52.32,36.91
Idaho,"Fremont County, ID",11,35.34,23.91
Idaho,"Fremont County, ID",12,26.35,15.14
Idaho,"Fremont County, ID",,49.83,34.34
Idaho,"Gem County, ID",1,34.58,26.05
Idaho,"Gem County, ID",2,40.61,30.22
Idaho,"Gem County, ID",3,50.1,36.9
Idaho,"Gem County, ID",4,57.84,41.98
Idaho,"Gem County, ID",5,66.84,48.47
Idaho,"Gem County, ID",6,75.95,55.55
Idaho,"Gem County, ID",7,87.1,63.99
Idaho,"Gem County, ID",8,87.22,64.28
Idaho,"Gem County, ID",9,77.23,56
Idaho,"Gem County, ID",10,62.49,45.65
Idaho,"Gem County, ID",11,45.74,33.89
Idaho,"Gem County, ID",12,35.43,26.43
Idaho,"Gem County, ID",,60.2,44.19
Idaho,"Gooding County, ID",1,31.93,21.91
Idaho,"Gooding County, ID",2,37.92,26.17
Idaho,"Gooding County, ID",3,49.28,34.53
Idaho,"Gooding County, ID",4,58.75,41.17
Idaho,"Gooding County, ID",5,68.41,48.45
Idaho,"Gooding County, ID",6,78.46,56.44
Idaho,"Gooding County, ID",7,89.88,65.67
Idaho,"Gooding County, ID",8,89.22,65.62
Idaho,"Gooding County, ID",9,78.37,56.11
Idaho,"Gooding County, ID",10,63.27,44.68
Idaho,"Gooding County, ID",11,45.61,31.6
Idaho,"Gooding County, ID",12,33.48,23.06
Idaho,"Gooding County, ID",,60.5,43.04
Idaho,"Idaho County, ID",1,31.86,20.52
Idaho,"Idaho County, ID",2,34.6,22.55
Idaho,"Idaho County, ID",3,40.67,27.73
Idaho,"Idaho County, ID",4,47.99,32.47
Idaho,"Idaho County, ID",5,56.52,38.44
Idaho,"Idaho County, ID",6,64.11,44.29
Idaho,"Idaho County, ID",7,72.89,51.11
Idaho,"Idaho County, ID",8,73.38,51.23
Idaho,"Idaho County, ID",9,65.18,44.1
Idaho,"Idaho County, ID",10,52.61,35.67
Idaho,"Idaho County, ID",11,38.63,26.11
Idaho,"Idaho County, ID",12,31.66,20.48
Idaho,"Idaho County, ID",,50.93,34.62
Idaho,"Jefferson County, ID",1,26.5,15.34
Idaho,"Jefferson County, ID",2,31.78,19.91
Idaho,"Jefferson County, ID",3,43.2,29.69
Idaho,"Jefferson County, ID",4,55.68,38.78
Idaho,"Jefferson County, ID",5,66.16,46.61
Idaho,"Jefferson County, ID",6,75.59,53.47
Idaho,"Jefferson County, ID",7,86.02,62.27
Idaho,"Jefferson County, ID",8,85.44,62.49
Idaho,"Jefferson County, ID",9,74.82,53.5
Idaho,"Jefferson County, ID",10,59.49,42.03
Idaho,"Jefferson County, ID",11,40.49,27.93
Idaho,"Jefferson County, ID",12,27.67,17.28
Idaho,"Jefferson County, ID",,56.19,39.21
Idaho,"Jerome County, ID",1,31.88,20.98
Idaho,"Jerome County, ID",2,38.06,25.41
Idaho,"Jerome County, ID",3,50.1,34.4
Idaho,"Jerome County, ID",4,59.97,41.27
Idaho,"Jerome County, ID",5,69.82,48.63
Idaho,"Jerome County, ID",6,80,56.49
Idaho,"Jerome County, ID",7,91.21,65.7
Idaho,"Jerome County, ID",8,90.38,65.49
Idaho,"Jerome County, ID",9,79.43,56.17
Idaho,"Jerome County, ID",10,64.19,44.67
Idaho,"Jerome County, ID",11,46.33,31.35
Idaho,"Jerome County, ID",12,33.6,22.42
Idaho,"Jerome County, ID",,61.37,42.84
Idaho,"Kootenai County, ID",1,33.67,23.42
Idaho,"Kootenai County, ID",2,37.69,25.84
Idaho,"Kootenai County, ID",3,45.88,32.55
Idaho,"Kootenai County, ID",4,53.71,37.64
Idaho,"Kootenai County, ID",5,61.66,43.77
Idaho,"Kootenai County, ID",6,68.28,49.42
Idaho,"Kootenai County, ID",7,77.07,56.22
Idaho,"Kootenai County, ID",8,78.32,56.67
Idaho,"Kootenai County, ID",9,70.2,49.54
Idaho,"Kootenai County, ID",10,56.96,40.2
Idaho,"Kootenai County, ID",11,42.48,30.58
Idaho,"Kootenai County, ID",12,33.43,23.18
Idaho,"Kootenai County, ID",,55.04,39.16
Idaho,"Latah County, ID",1,35.15,25.59
Idaho,"Latah County, ID",2,39.36,28.17
Idaho,"Latah County, ID",3,47.25,34.51
Idaho,"Latah County, ID",4,54.19,39.07
Idaho,"Latah County, ID",5,61.67,44.72
Idaho,"Latah County, ID",6,68.55,50.44
Idaho,"Latah County, ID",7,79.34,58.46
Idaho,"Latah County, ID",8,81.37,59.92
Idaho,"Latah County, ID",9,72.18,52.39
Idaho,"Latah County, ID",10,58.37,42.34
Idaho,"Latah County, ID",11,43.97,32.29
Idaho,"Latah County, ID",12,35.2,25.55
Idaho,"Latah County, ID",,56.47,41.19
Idaho,"Lemhi County, ID",1,26.77,13.38
Idaho,"Lemhi County, ID",2,29.17,15.69
Idaho,"Lemhi County, ID",3,35.19,21.91
Idaho,"Lemhi County, ID",4,43.7,27.84
Idaho,"Lemhi County, ID",5,53.53,34.66
Idaho,"Lemhi County, ID",6,62.14,40.84
Idaho,"Lemhi County, ID",7,71.27,47.86
Idaho,"Lemhi County, ID",8,70.77,47.6
Idaho,"Lemhi County, ID",9,61.92,39.91
Idaho,"Lemhi County, ID",10,48.82,31.1
Idaho,"Lemhi County, ID",11,33.7,20.52
Idaho,"Lemhi County, ID",12,26.76,13.67
Idaho,"Lemhi County, ID",,47.08,29.66
Idaho,"Lewis County, ID",1,34.53,24.39
Idaho,"Lewis County, ID",2,39.34,27.04
Idaho,"Lewis County, ID",3,47.2,33.07
Idaho,"Lewis County, ID",4,54.03,37.59
Idaho,"Lewis County, ID",5,61.46,43.08
Idaho,"Lewis County, ID",6,68.52,48.88
Idaho,"Lewis County, ID",7,79.35,56.8
Idaho,"Lewis County, ID",8,81.16,58.19
Idaho,"Lewis County, ID",9,72.03,50.72
Idaho,"Lewis County, ID",10,58.37,40.83
Idaho,"Lewis County, ID",11,43.69,30.6
Idaho,"Lewis County, ID",12,34.56,24.41
Idaho,"Lewis County, ID",,56.28,39.7
Idaho,"Lincoln County, ID",1,30.27,19.76
Idaho,"Lincoln County, ID",2,36.01,24.17
Idaho,"Lincoln County, ID",3,47.72,32.91
Idaho,"Lincoln County, ID",4,57.74,39.9
Idaho,"Lincoln County, ID",5,67.51,47.36
Idaho,"Lincoln County, ID",6,77.59,55.28
Idaho,"Lincoln County, ID",7,88.88,64.73
Idaho,"Lincoln County, ID",8,88.13,64.55
Idaho,"Lincoln County, ID",9,77.24,55.08
Idaho,"Lincoln County, ID",10,62.06,43.42
Idaho,"Lincoln County, ID",11,44.3,30.09
Idaho,"Lincoln County, ID",12,31.81,21.18
Idaho,"Lincoln County, ID",,59.22,41.63
Idaho,"Madison County, ID",1,27.24,16.54
Idaho,"Madison County, ID",2,30.81,19.95
Idaho,"Madison County, ID",3,39.82,28.18
Idaho,"Madison County, ID",4,51.02,36.12
Idaho,"Madison County, ID",5,61.46,43.57
Idaho,"Madison County, ID",6,70.64,50.22
Idaho,"Madison County, ID",7,80.61,58.89
Idaho,"Madison County, ID",8,80.47,58.89
Idaho,"Madison County, ID",9,70.34,50.37
Idaho,"Madison County, ID",10,55.61,39.78
Idaho,"Madison County, ID",11,38.2,26.97
Idaho,"Madison County, ID",12,27.95,17.88
Idaho,"Madison County, ID",,52.96,37.37
Idaho,"Minidoka County, ID",1,30.77,19.81
Idaho,"Minidoka County, ID",2,36.2,24.16
Idaho,"Minidoka County, ID",3,47.78,33.08
Idaho,"Minidoka County, ID",4,58.08,40.25
Idaho,"Minidoka County, ID",5,67.98,48.01
Idaho,"Minidoka County, ID",6,78.06,55.72
Idaho,"Minidoka County, ID",7,89.01,65.12
Idaho,"Minidoka County, ID",8,88.04,65.09
Idaho,"Minidoka County, ID",9,77.16,55.63
Idaho,"Minidoka County, ID",10,62.09,43.88
Idaho,"Minidoka County, ID",11,44.47,30.56
Idaho,"Minidoka County, ID",12,32.21,21.36
Idaho,"Minidoka County, ID",,59.44,41.98
Idaho,"Nez Perce County, ID",1,37.7,27.42
Idaho,"Nez Perce County, ID",2,42.75,30.19
Idaho,"Nez Perce County, ID",3,50.92,36.38
Idaho,"Nez Perce County, ID",4,57.69,40.77
Idaho,"Nez Perce County, ID",5,65.08,46.19
Idaho,"Nez Perce County, ID",6,72.25,51.98
Idaho,"Nez Perce County, ID",7,83.36,60.06
Idaho,"Nez Perce County, ID",8,85.03,61.7
Idaho,"Nez Perce County, ID",9,75.66,54.1
Idaho,"Nez Perce County, ID",10,61.9,44.04
Idaho,"Nez Perce County, ID",11,47.09,33.79
Idaho,"Nez Perce County, ID",12,37.73,27.39
Idaho,"Nez Perce County, ID",,59.85,42.9
Idaho,"Oneida County, ID",1,29.06,18.28
Idaho,"Oneida County, ID",2,33.15,21.99
Idaho,"Oneida County, ID",3,43.33,30.22
Idaho,"Oneida County, ID",4,53.49,37.06
Idaho,"Oneida County, ID",5,63.09,44.3
Idaho,"Oneida County, ID",6,73.45,52.03
Idaho,"Oneida County, ID",7,84.3,61.6
Idaho,"Oneida County, ID",8,83.33,61.5
Idaho,"Oneida County, ID",9,72.97,52.05
Idaho,"Oneida County, ID",10,58.11,40.9
Idaho,"Oneida County, ID",11,41.36,28.57
Idaho,"Oneida County, ID",12,30.28,19.65
Idaho,"Oneida County, ID",,55.61,39.1
Idaho,"Owyhee County, ID",1,32.91,23.2
Idaho,"Owyhee County, ID",2,37.71,26.57
Idaho,"Owyhee County, ID",3,46.83,33.27
Idaho,"Owyhee County, ID",4,55.23,39.1
Idaho,"Owyhee County, ID",5,64.77,46.46
Idaho,"Owyhee County, ID",6,74.45,54.23
Idaho,"Owyhee County, ID",7,85.13,63.67
Idaho,"Owyhee County, ID",8,83.95,63.31
Idaho,"Owyhee County, ID",9,73.96,54.24
Idaho,"Owyhee County, ID",10,59.9,43.16
Idaho,"Owyhee County, ID",11,44.02,31.31
Idaho,"Owyhee County, ID",12,34.01,24.04
Idaho,"Owyhee County, ID",,57.84,41.96
Idaho,"Payette County, ID",1,36.64,27.87
Idaho,"Payette County, ID",2,44.19,32.71
Idaho,"Payette County, ID",3,54.77,40.08
Idaho,"Payette County, ID",4,62.63,45.55
Idaho,"Payette County, ID",5,71.69,52.15
Idaho,"Payette County, ID",6,81.2,59.62
Idaho,"Payette County, ID",7,92.6,68.29
Idaho,"Payette County, ID",8,92.12,68.29
Idaho,"Payette County, ID",9,81.81,59.78
Idaho,"Payette County, ID",10,66.61,48.61
Idaho,"Payette County, ID",11,49.14,36.35
Idaho,"Payette County, ID",12,37.66,28.29
Idaho,"Payette County, ID",,64.36,47.38
Idaho,"Power County, ID",1,29.39,18.38
Idaho,"Power County, ID",2,33.9,22.24
Idaho,"Power County, ID",3,44.41,30.69
Idaho,"Power County, ID",4,54.66,37.59
Idaho,"Power County, ID",5,64.28,44.95
Idaho,"Power County, ID",6,74.35,52.32
Idaho,"Power County, ID",7,85.59,61.83
Idaho,"Power County, ID",8,84.74,61.91
Idaho,"Power County, ID",9,74.02,52.61
Idaho,"Power County, ID",10,59.11,41.35
Idaho,"Power County, ID",11,41.87,28.51
Idaho,"Power County, ID",12,30.58,19.66
Idaho,"Power County, ID",,56.53,39.43
Idaho,"Shoshone County, ID",1,31.74,21.22
Idaho,"Shoshone County, ID",2,34.19,22.98
Idaho,"Shoshone County, ID",3,40.89,29.05
Idaho,"Shoshone County, ID",4,48.87,34.35
Idaho,"Shoshone County, ID",5,57.04,40.47
Idaho,"Shoshone County, ID",6,63.72,46.07
Idaho,"Shoshone County, ID",7,71.92,52.68
Idaho,"Shoshone County, ID",8,72.86,52.72
Idaho,"Shoshone County, ID",9,64.97,45.69
Idaho,"Shoshone County, ID",10,52.46,36.9
Idaho,"Shoshone County, ID",11,38.93,27.61
Idaho,"Shoshone County, ID",12,31.52,21
Idaho,"Shoshone County, ID",,50.85,35.97
Idaho,"Teton County, ID",1,25.85,13.6
Idaho,"Teton County, ID",2,28.21,16.09
Idaho,"Teton County, ID",3,34.83,23.01
Idaho,"Teton County, ID",4,44.75,30.61
Idaho,"Teton County, ID",5,55.91,38.56
Idaho,"Teton County, ID",6,65.21,45.36
Idaho,"Teton County, ID",7,74.28,53.52
Idaho,"Teton County, ID",8,74.17,53.29
Idaho,"Teton County, ID",9,64.78,45.16
Idaho,"Teton County, ID",10,50.73,35.2
Idaho,"Teton County, ID",11,34.36,22.84
Idaho,"Teton County, ID",12,26.05,14.65
Idaho,"Teton County, ID",,48.37,32.75
Idaho,"Twin Falls County, ID",1,32.07,21.83
Idaho,"Twin Falls County, ID",2,36.65,25.32
Idaho,"Twin Falls County, ID",3,46.91,33.04
Idaho,"Twin Falls County, ID",4,56.22,39.47
Idaho,"Twin Falls County, ID",5,66.05,46.95
Idaho,"Twin Falls County, ID",6,76.15,54.97
Idaho,"Twin Falls County, ID",7,87.06,64.52
Idaho,"Twin Falls County, ID",8,86.05,64.18
Idaho,"Twin Falls County, ID",9,75.51,54.82
Idaho,"Twin Falls County, ID",10,60.87,43.59
Idaho,"Twin Falls County, ID",11,44.14,30.95
Idaho,"Twin Falls County, ID",12,33.35,22.93
Idaho,"Twin Falls County, ID",,58.53,41.97
Idaho,"Valley County, ID",1,28.75,17.12
Idaho,"Valley County, ID",2,30.67,18.96
Idaho,"Valley County, ID",3,36.3,24.24
Idaho,"Valley County, ID",4,43.71,29.18
Idaho,"Valley County, ID",5,52.83,35.74
Idaho,"Valley County, ID",6,60.96,41.9
Idaho,"Valley County, ID",7,70.31,49.3
Idaho,"Valley County, ID",8,70.42,49.28
Idaho,"Valley County, ID",9,62.08,41.89
Idaho,"Valley County, ID",10,49.44,33.28
Idaho,"Valley County, ID",11,34.79,22.96
Idaho,"Valley County, ID",12,28.7,17.23
Idaho,"Valley County, ID",,47.51,31.83
Idaho,"Washington County, ID",1,32.69,24.19
Idaho,"Washington County, ID",2,38.63,28.48
Idaho,"Washington County, ID",3,48.4,35.18
Idaho,"Washington County, ID",4,56.36,40.16
Idaho,"Washington County, ID",5,65.17,46.41
Idaho,"Washington County, ID",6,74.16,53.49
Idaho,"Washington County, ID",7,85.29,61.75
Idaho,"Washington County, ID",8,85.58,62.5
Idaho,"Washington County, ID",9,75.85,54.37
Idaho,"Washington County, ID",10,61.13,44.09
Idaho,"Washington County, ID",11,43.91,32.31
Idaho,"Washington County, ID",12,33.45,24.74
Idaho,"Washington County, ID",,58.49,42.38
Idaho,,,53.15,36.97
Illinois,"Adams County, IL",1,31.89,18.01
Illinois,"Adams County, IL",2,37.36,22.4
Illinois,"Adams County, IL",3,50.55,32.58
Illinois,"Adams County, IL",4,62.61,42.96
Illinois,"Adams County, IL",5,72.6,53.33
Illinois,"Adams County, IL",6,81.97,63.34
Illinois,"Adams County, IL",7,87.39,68.03
Illinois,"Adams County, IL",8,87.56,65.74
Illinois,"Adams County, IL",9,78.96,55.6
Illinois,"Adams County, IL",10,65.88,44.85
Illinois,"Adams County, IL",11,51.51,34.05
Illinois,"Adams County, IL",12,36.89,22.74
Illinois,"Adams County, IL",,62.21,43.74
Illinois,"Alexander County, IL",1,41.07,26.48
Illinois,"Alexander County, IL",2,46.21,30.25
Illinois,"Alexander County, IL",3,56.84,38.58
Illinois,"Alexander County, IL",4,67.41,47.54
Illinois,"Alexander County, IL",5,76.63,58.41
Illinois,"Alexander County, IL",6,85.16,68.09
Illinois,"Alexander County, IL",7,88.46,72.26
Illinois,"Alexander County, IL",8,88.33,70.07
Illinois,"Alexander County, IL",9,81.21,60.24
Illinois,"Alexander County, IL",10,70.14,49
Illinois,"Alexander County, IL",11,57.21,39.2
Illinois,"Alexander County, IL",12,44.91,29.96
Illinois,"Alexander County, IL",,67.06,49.26
Illinois,"Bond County, IL",1,35.71,22.18
Illinois,"Bond County, IL",2,41.01,25.81
Illinois,"Bond County, IL",3,52.73,35.29
Illinois,"Bond County, IL",4,64.2,45.18
Illinois,"Bond County, IL",5,74.27,56.08
Illinois,"Bond County, IL",6,83.22,65.8
Illinois,"Bond County, IL",7,87.22,69.77
Illinois,"Bond County, IL",8,87.59,67.63
Illinois,"Bond County, IL",9,80.15,58.24
Illinois,"Bond County, IL",10,67.68,47.42
Illinois,"Bond County, IL",11,53.83,36.88
Illinois,"Bond County, IL",12,40.51,26.42
Illinois,"Bond County, IL",,64.11,46.49
Illinois,"Boone County, IL",1,25.1,11.7
Illinois,"Boone County, IL",2,29.78,16.69
Illinois,"Boone County, IL",3,42.9,27.51
Illinois,"Boone County, IL",4,57.07,39
Illinois,"Boone County, IL",5,68.28,49.42
Illinois,"Boone County, IL",6,77.84,59.2
Illinois,"Boone County, IL",7,82.13,63.74
Illinois,"Boone County, IL",8,81.2,62.16
Illinois,"Boone County, IL",9,73.91,53.03
Illinois,"Boone County, IL",10,60.72,42.27
Illinois,"Boone County, IL",11,45.48,30.91
Illinois,"Boone County, IL",12,30.26,18.17
Illinois,"Boone County, IL",,56.34,39.59
Illinois,"Brown County, IL",1,32.22,18.49
Illinois,"Brown County, IL",2,37.79,22.95
Illinois,"Brown County, IL",3,50.75,32.97
Illinois,"Brown County, IL",4,62.77,43.31
Illinois,"Brown County, IL",5,72.75,53.61
Illinois,"Brown County, IL",6,81.91,63.42
Illinois,"Brown County, IL",7,87.25,67.95
Illinois,"Brown County, IL",8,87.66,65.9
Illinois,"Brown County, IL",9,79.14,55.94
Illinois,"Brown County, IL",10,66.11,45.17
Illinois,"Brown County, IL",11,51.75,34.47
Illinois,"Brown County, IL",12,37.23,23.26
Illinois,"Brown County, IL",,62.39,44.05
Illinois,"Bureau County, IL",1,27.61,14.73
Illinois,"Bureau County, IL",2,32.83,19.38
Illinois,"Bureau County, IL",3,46.4,30.05
Illinois,"Bureau County, IL",4,59.83,41.02
Illinois,"Bureau County, IL",5,70.87,51.79
Illinois,"Bureau County, IL",6,79.76,60.88
Illinois,"Bureau County, IL",7,84.05,65.09
Illinois,"Bureau County, IL",8,83.88,63.28
Illinois,"Bureau County, IL",9,76.24,53.83
Illinois,"Bureau County, IL",10,63.14,43.5
Illinois,"Bureau County, IL",11,47.95,32.44
Illinois,"Bureau County, IL",12,32.8,20.34
Illinois,"Bureau County, IL",,58.9,41.46
Illinois,"Calhoun County, IL",1,35.1,20.97
Illinois,"Calhoun County, IL",2,40.37,24.84
Illinois,"Calhoun County, IL",3,52.62,34.57
Illinois,"Calhoun County, IL",4,64.12,44.39
Illinois,"Calhoun County, IL",5,73.71,54.76
Illinois,"Calhoun County, IL",6,82.94,64.75
Illinois,"Calhoun County, IL",7,88.31,69.39
Illinois,"Calhoun County, IL",8,88.89,67.43
Illinois,"Calhoun County, IL",9,80.27,57.32
Illinois,"Calhoun County, IL",10,67.57,46.33
Illinois,"Calhoun County, IL",11,53.63,35.87
Illinois,"Calhoun County, IL",12,39.85,25.34
Illinois,"Calhoun County, IL",,64.06,45.6
Illinois,"Carroll County, IL",1,25.07,11.45
Illinois,"Carroll County, IL",2,30.19,16.52
Illinois,"Carroll County, IL",3,44.13,27.9
Illinois,"Carroll County, IL",4,58.53,39.69
Illinois,"Carroll County, IL",5,69.7,50.66
Illinois,"Carroll County, IL",6,78.99,60.23
Illinois,"Carroll County, IL",7,83.69,64.8
Illinois,"Carroll County, IL",8,82.94,62.77
Illinois,"Carroll County, IL",9,75.1,52.66
Illinois,"Carroll County, IL",10,61.81,41.99
Illinois,"Carroll County, IL",11,46.15,30.52
Illinois,"Carroll County, IL",12,30.4,17.76
Illinois,"Carroll County, IL",,57.35,39.85
Illinois,"Cass County, IL",1,32.35,18.94
Illinois,"Cass County, IL",2,37.99,23.32
Illinois,"Cass County, IL",3,50.77,33.29
Illinois,"Cass County, IL",4,62.92,43.68
Illinois,"Cass County, IL",5,73.13,54.17
Illinois,"Cass County, IL",6,81.93,63.57
Illinois,"Cass County, IL",7,86.73,67.71
Illinois,"Cass County, IL",8,87.37,65.81
Illinois,"Cass County, IL",9,79.33,56.27
Illinois,"Cass County, IL",10,66.3,45.58
Illinois,"Cass County, IL",11,51.89,34.96
Illinois,"Cass County, IL",12,37.43,23.7
Illinois,"Cass County, IL",,62.46,44.35
Illinois,"Champaign County, IL",1,31.13,17.97
Illinois,"Champaign County, IL",2,35.9,21.82
Illinois,"Champaign County, IL",3,48.2,31.76
Illinois,"Champaign County, IL",4,61.19,42.84
Illinois,"Champaign County, IL",5,72.21,53.87
Illinois,"Champaign County, IL",6,80.77,62.82
Illinois,"Champaign County, IL",7,83.75,66.26
Illinois,"Champaign County, IL",8,83.72,64.13
Illinois,"Champaign County, IL",9,77.6,55.43
Illinois,"Champaign County, IL",10,64.96,45.22
Illinois,"Champaign County, IL",11,50.68,34.75
Illinois,"Champaign County, IL",12,36.32,23.62
Illinois,"Champaign County, IL",,60.64,43.48
Illinois,"Christian County, IL",1,33.27,20.05
Illinois,"Christian County, IL",2,38.74,24.11
Illinois,"Christian County, IL",3,51,33.82
Illinois,"Christian County, IL",4,63.09,44.14
Illinois,"Christian County, IL",5,73.38,54.87
Illinois,"Christian County, IL",6,81.95,64.06
Illinois,"Christian County, IL",7,85.73,67.77
Illinois,"Christian County, IL",8,86.48,65.85
Illinois,"Christian County, IL",9,79.34,56.78
Illinois,"Christian County, IL",10,66.53,46.22
Illinois,"Christian County, IL",11,52.35,35.72
Illinois,"Christian County, IL",12,38.35,24.72
Illinois,"Christian County, IL",,62.62,44.94
Illinois,"Clark County, IL",1,34.12,20.84
Illinois,"Clark County, IL",2,39.01,24.33
Illinois,"Clark County, IL",3,50.71,34.08
Illinois,"Clark County, IL",4,62.84,44.41
Illinois,"Clark County, IL",5,72.97,54.96
Illinois,"Clark County, IL",6,81.85,64.67
Illinois,"Clark County, IL",7,85.07,68.57
Illinois,"Clark County, IL",8,84.95,66.4
Illinois,"Clark County, IL",9,78.83,57.51
Illinois,"Clark County, IL",10,66.23,46.66
